선수명,팀,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,시즌,BABIP,ISO,wOBA,wRC+,OPS+,bWAR
이정훈,롯데,0.296,59,171,152,17,45,7,0,1,55,17,0,3,13,0,3,28,1,0.362,0.357,0.719,2023,0.349,0.066,0.314,95.4,95.4,0.99
구드럼,롯데,0.295,50,201,173,16,51,14,1,0,67,28,0,4,23,1,1,46,6,0.387,0.373,0.76,2023,0.389,0.092,0.329,106.3,106.1,1.43
안치홍,롯데,0.292,121,494,425,57,124,20,1,8,170,63,5,5,49,3,10,53,14,0.4,0.374,0.774,2023,0.314,0.108,0.336,111.4,109.5,3.8
윤동희,롯데,0.287,107,423,387,45,111,18,1,2,137,41,2,5,28,0,1,69,10,0.354,0.333,0.687,2023,0.34,0.067,0.299,84.5,86.4,1.9
박승욱,롯데,0.286,123,338,290,37,83,18,3,0,107,30,11,1,35,0,1,87,5,0.369,0.364,0.733,2023,0.407,0.083,0.322,101.2,99.1,2.19
정훈,롯데,0.279,80,233,201,40,56,14,0,6,88,31,4,2,26,1,0,39,4,0.438,0.358,0.796,2023,0.316,0.159,0.34,114.3,113.8,1.88
안권수,롯데,0.269,95,309,268,42,72,6,1,2,86,29,7,3,30,1,1,40,4,0.321,0.341,0.662,2023,0.306,0.052,0.293,80.2,80.9,1.23
손성빈,롯데,0.263,45,80,76,13,20,3,0,1,26,15,2,0,2,0,0,10,3,0.342,0.282,0.624,2023,0.292,0.079,0.269,62.7,68.5,0.15
유강남,롯데,0.261,121,403,352,45,92,13,0,10,135,55,2,4,37,1,8,64,13,0.384,0.342,0.726,2023,0.291,0.123,0.315,96.2,96.2,2.37
노진혁,롯데,0.257,113,390,334,43,86,26,1,4,126,51,4,4,45,1,3,84,3,0.377,0.347,0.724,2023,0.328,0.12,0.315,96.2,96.0,2.29
김민석,롯데,0.255,129,454,400,53,102,24,0,3,135,39,12,5,31,1,6,112,6,0.338,0.314,0.652,2023,0.341,0.083,0.284,73.6,77.0,1.44
국해성,롯데,0.25,6,10,8,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0.25,0.4,0.65,2023,,,,,,
윤수녕,롯데,0.25,3,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0.25,0.25,0.5,2023,,,,,,
렉스,롯데,0.246,55,234,203,20,50,4,2,4,70,30,0,2,28,2,1,54,3,0.345,0.338,0.683,2023,0.313,0.099,0.298,83.8,85.8,1.03
고승민,롯데,0.224,94,308,255,35,57,14,2,2,81,24,6,4,42,3,1,64,2,0.318,0.331,0.649,2023,0.285,0.094,0.286,75.1,77.3,1.04
한동희,롯데,0.223,108,353,319,30,71,11,0,5,97,32,2,5,26,0,1,58,16,0.304,0.279,0.583,2023,0.253,0.081,0.256,53.3,58.6,0.27
황성빈,롯데,0.212,74,191,170,22,36,5,2,0,45,8,8,0,12,0,1,27,1,0.265,0.268,0.533,2023,0.252,0.053,0.237,39.4,46.1,-0.17
김정율,롯데,0.209,25,51,43,4,9,1,1,0,12,2,1,0,7,0,0,17,2,0.279,0.32,0.599,2023,0.346,0.07,0.273,65.6,64.8,0.11
이학주,롯데,0.209,104,122,110,22,23,2,0,3,34,13,0,0,11,0,1,31,2,0.309,0.287,0.596,2023,0.263,0.1,0.265,59.8,62.1,0.19
장두성,롯데,0.154,25,15,13,7,2,0,0,0,2,1,1,0,1,0,0,3,1,0.154,0.214,0.368,2023,,,,,,
정대선,롯데,0.15,19,47,40,5,6,1,0,0,7,6,1,2,2,0,2,8,0,0.175,0.217,0.392,2023,0.176,0.025,0.182,-0.5,9.6,-0.27
지시완,롯데,0.125,6,10,8,0,1,0,0,0,1,0,2,0,0,0,0,5,0,0.125,0.125,0.25,2023,,,,,,
서동욱,롯데,0.118,13,20,17,2,2,1,0,0,3,0,0,0,3,0,0,5,1,0.176,0.25,0.426,2023,0.167,0.058,0.207,17.6,19.6,-0.07
신윤후,롯데,0.04,28,27,25,2,1,0,0,0,1,1,0,0,0,0,2,8,0,0.04,0.111,0.151,2023,0.059,0.0,0.085,-71.1,-53.8,-0.38
김동혁,롯데,0.0,15,9,7,3,0,0,0,0,0,0,0,0,2,0,0,3,0,0.0,0.222,0.222,2023,,,,,,
박형준,롯데,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2023,,,,,,
구자욱,삼성,0.336,119,515,453,65,152,37,1,11,224,71,2,3,53,2,4,81,5,0.494,0.407,0.901,2023,0.387,0.158,0.384,156.9,151.8,6.31
김성윤,삼성,0.314,101,272,245,40,77,4,6,2,99,28,4,5,14,0,4,35,2,0.404,0.354,0.758,2023,0.352,0.09,0.325,110.9,112.0,1.94
김지찬,삼성,0.292,99,355,291,59,85,4,2,1,96,18,7,0,48,0,9,36,1,0.33,0.408,0.738,2023,0.331,0.038,0.336,119.5,110.3,2.87
강민호,삼성,0.29,125,495,434,60,126,19,0,16,193,77,1,5,49,4,6,65,17,0.445,0.366,0.811,2023,0.307,0.155,0.346,127.3,126.3,4.43
피렐라,삼성,0.285,139,605,557,66,159,28,1,16,237,80,0,2,42,5,4,69,20,0.425,0.339,0.764,2023,0.302,0.14,0.325,110.9,112.6,4.31
김현준,삼성,0.275,109,479,433,62,119,10,6,3,150,46,8,3,30,0,5,84,5,0.346,0.327,0.673,2023,0.332,0.071,0.294,86.7,88.7,2.12
류지혁,삼성,0.268,132,522,455,63,122,11,1,2,141,45,10,5,46,1,6,73,12,0.31,0.34,0.65,2023,0.312,0.042,0.289,82.8,83.7,2.08
김동진,삼성,0.262,44,137,122,14,32,7,0,0,39,8,3,2,9,0,1,26,4,0.32,0.313,0.633,2023,0.327,0.058,0.278,74.3,77.6,0.42
김동엽,삼성,0.255,69,182,165,20,42,7,0,5,64,18,0,2,13,0,2,29,8,0.388,0.313,0.701,2023,0.278,0.133,0.302,93.0,95.0,0.93
송준석,삼성,0.25,7,8,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0.25,0.25,0.5,2023,,,,,,
이해승,삼성,0.25,9,4,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0.5,0.25,0.75,2023,,,,,,
이재현,삼성,0.249,143,538,458,61,114,19,2,12,173,60,16,6,52,0,6,89,9,0.378,0.33,0.708,2023,0.281,0.129,0.308,97.6,97.8,3.04
안주형,삼성,0.241,53,91,79,12,19,2,0,1,24,10,1,1,10,0,0,20,3,0.304,0.322,0.626,2023,0.305,0.063,0.28,75.8,76.4,0.29
이태훈,삼성,0.231,12,14,13,1,3,1,0,0,4,0,0,0,1,0,0,7,0,0.308,0.286,0.594,2023,,,,,,
강한울,삼성,0.217,72,240,212,30,46,7,2,0,57,10,6,2,20,1,0,54,4,0.269,0.282,0.551,2023,0.288,0.052,0.244,47.7,54.8,0.02
김호재,삼성,0.216,75,127,116,6,25,7,0,0,32,9,5,0,6,0,0,17,4,0.276,0.254,0.53,2023,0.253,0.06,0.232,38.4,47.7,-0.12
강준서,삼성,0.214,10,15,14,2,3,1,0,0,4,0,0,0,1,0,0,2,0,0.286,0.267,0.553,2023,,,,,,
류승민,삼성,0.212,24,57,52,5,11,3,0,0,14,5,2,0,2,0,1,19,0,0.269,0.255,0.524,2023,0.333,0.057,0.231,37.6,46.3,-0.06
이성규,삼성,0.207,109,162,145,23,30,10,1,1,45,18,4,2,8,0,3,42,4,0.31,0.259,0.569,2023,0.279,0.103,0.247,50.1,58.0,0.06
조민성,삼성,0.207,15,29,29,1,6,2,0,0,8,5,0,0,0,0,0,6,1,0.276,0.207,0.483,2023,0.261,0.069,0.205,17.3,32.8,-0.1
오재일,삼성,0.203,106,364,315,31,64,15,0,11,112,54,0,3,43,1,3,110,1,0.356,0.302,0.658,2023,0.269,0.153,0.287,81.3,83.3,1.39
공민규,삼성,0.194,22,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0.29,0.242,0.532,2023,0.333,0.096,0.231,37.6,47.5,-0.03
김재성,삼성,0.192,57,125,99,7,19,3,0,1,25,7,2,0,19,1,5,31,4,0.253,0.35,0.603,2023,0.269,0.061,0.283,78.1,72.3,0.43
김영웅,삼성,0.187,55,103,91,11,17,6,0,2,29,12,3,1,8,0,0,28,2,0.319,0.25,0.569,2023,0.242,0.132,0.246,49.3,57.4,0.03
김재상,삼성,0.15,17,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0.3,0.227,0.527,2023,0.133,0.15,0.232,38.4,45.3,-0.02
윤정빈,삼성,0.147,28,43,34,5,5,0,0,1,8,3,0,0,7,0,2,12,1,0.235,0.326,0.561,2023,0.19,0.088,0.271,68.8,60.1,0.1
김도환,삼성,0.143,9,8,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.143,0.25,0.393,2023,,,,,,
이병헌,삼성,0.143,23,33,28,3,4,0,0,0,4,2,1,1,3,0,0,11,0,0.143,0.219,0.362,2023,0.222,0.0,0.172,-8.4,2.8,-0.2
김태훈,삼성,0.095,11,22,21,0,2,1,0,0,3,1,1,0,0,0,0,9,1,0.143,0.095,0.238,2023,0.167,0.048,0.1,-64.5,-36.6,-0.27
김상민,삼성,0.083,8,13,12,3,1,0,0,0,1,0,0,0,1,0,0,3,0,0.083,0.154,0.237,2023,,,,,,
김민수,삼성,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2023,,,,,,
김헌곤,삼성,0.0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2023,,,,,,
이상민,삼성,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,,,,,,
이재용,한화,0.5,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1.0,2023,,,,,,
최인호,한화,0.298,41,148,131,23,39,5,3,2,56,11,2,1,10,0,4,22,2,0.427,0.363,0.79,2023,0.343,0.129,0.34,118.9,117.1,1.22
노시환,한화,0.298,131,595,514,85,153,30,1,31,278,101,0,3,74,5,4,118,13,0.541,0.388,0.929,2023,0.332,0.243,0.389,156.0,153.0,7.46
문현빈,한화,0.266,137,481,428,47,114,22,2,5,155,49,9,5,33,2,6,84,7,0.362,0.324,0.686,2023,0.317,0.096,0.297,86.4,89.1,2.18
채은성,한화,0.263,137,596,521,71,137,17,0,23,223,84,0,3,52,8,20,102,16,0.428,0.351,0.779,2023,0.286,0.165,0.332,112.9,113.7,4.52
김태연,한화,0.261,91,280,245,25,64,13,0,4,89,25,1,4,27,1,3,59,3,0.363,0.337,0.7,2023,0.323,0.102,0.305,92.4,93.3,1.46
이도윤,한화,0.252,106,346,309,36,78,13,2,1,98,13,15,0,18,1,4,55,6,0.317,0.302,0.619,2023,0.304,0.065,0.271,66.7,71.2,0.78
이진영,한화,0.249,121,422,358,57,89,22,0,10,141,50,4,5,53,0,2,127,4,0.394,0.344,0.738,2023,0.35,0.145,0.321,104.5,103.1,2.79
최재훈,한화,0.248,125,417,327,23,81,12,0,1,96,33,9,2,56,1,23,48,9,0.294,0.392,0.686,2023,0.286,0.046,0.319,103.0,93.2,2.69
윌리엄스,한화,0.244,68,273,258,29,63,14,0,9,104,45,0,3,8,0,4,63,6,0.403,0.275,0.678,2023,0.286,0.159,0.287,78.8,84.1,1.0
오선진,한화,0.23,90,199,165,17,38,6,0,0,44,14,3,2,24,0,5,34,7,0.267,0.342,0.609,2023,0.286,0.037,0.281,74.3,71.2,0.62
김인환,한화,0.225,112,365,325,34,73,16,0,7,110,42,0,3,35,2,2,91,4,0.338,0.301,0.639,2023,0.287,0.113,0.278,72.0,76.1,1.05
장운호,한화,0.222,4,11,9,1,2,0,0,0,2,1,0,0,2,0,0,2,0,0.222,0.364,0.586,2023,,,,,,
장진혁,한화,0.222,68,178,162,24,36,5,1,0,43,12,0,1,15,0,0,41,3,0.265,0.287,0.552,2023,0.295,0.043,0.247,48.6,53.7,0.03
정은원,한화,0.222,122,459,388,50,86,12,0,2,104,30,5,1,62,1,3,73,4,0.268,0.333,0.601,2023,0.268,0.046,0.276,70.5,68.6,1.24
노수광,한화,0.221,30,94,77,6,17,5,0,0,22,4,2,2,13,0,0,27,3,0.286,0.326,0.612,2023,0.327,0.065,0.276,70.5,70.9,0.25
박상언,한화,0.2,86,161,145,13,29,5,1,1,39,13,3,2,10,0,1,38,6,0.269,0.253,0.522,2023,0.259,0.069,0.23,35.7,44.3,-0.21
이원석,한화,0.19,81,138,116,20,22,1,1,0,25,8,0,0,21,0,1,33,3,0.216,0.319,0.535,2023,0.265,0.026,0.255,54.6,51.5,0.12
박정현,한화,0.181,53,113,105,12,19,6,0,2,31,4,3,0,3,0,2,36,2,0.295,0.218,0.513,2023,0.254,0.114,0.222,29.7,39.9,-0.22
이명기,한화,0.175,14,42,40,2,7,1,0,0,8,5,0,0,2,0,0,9,0,0.2,0.214,0.414,2023,0.226,0.025,0.186,2.5,15.2,-0.21
김건,한화,0.167,7,12,12,1,2,0,0,0,2,0,0,0,0,0,0,8,0,0.167,0.167,0.334,2023,,,,,,
권광민,한화,0.151,66,81,73,11,11,1,1,2,20,9,1,0,6,0,1,24,2,0.274,0.225,0.499,2023,0.191,0.123,0.221,28.9,36.9,-0.17
유로결,한화,0.146,27,53,48,5,7,1,0,0,8,5,1,2,1,0,1,10,3,0.167,0.173,0.34,2023,0.175,0.021,0.151,-24.0,-5.5,-0.43
이성곤,한화,0.143,8,16,14,2,2,0,0,0,2,0,1,0,1,0,0,3,0,0.143,0.2,0.343,2023,,,,,,
오그레디,한화,0.125,22,86,80,3,10,3,0,0,13,8,0,1,5,0,0,40,0,0.163,0.174,0.337,2023,0.244,0.038,0.153,-22.5,-6.2,-0.69
하주석,한화,0.114,25,38,35,4,4,1,0,0,5,2,0,0,2,0,1,10,0,0.143,0.184,0.327,2023,0.16,0.029,0.156,-20.2,-8.1,-0.29
유상빈,한화,0.0,3,8,6,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0,0.25,0.25,2023,,,,,,
이민준,한화,0.0,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5,0.5,2023,,,,,,
이상혁,한화,0.0,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2023,,,,,,
장지승,한화,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2023,,,,,,
허관회,한화,0.0,10,7,7,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2023,,,,,,
박수종,키움,0.422,23,50,45,7,19,1,2,0,24,3,0,1,3,0,1,6,1,0.533,0.46,0.993,2023,0.475,0.111,0.42,177.6,171.4,0.76
도슨,키움,0.336,57,261,229,37,77,14,2,3,104,29,0,5,18,0,9,41,3,0.454,0.398,0.852,2023,0.389,0.118,0.366,137.2,133.2,2.73
김혜성,키움,0.335,137,621,556,104,186,29,6,7,248,57,0,5,57,3,3,77,6,0.446,0.396,0.842,2023,0.375,0.111,0.361,133.4,130.7,6.23
송재선,키움,0.333,5,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.333,0.333,0.666,2023,,,,,,
이주형,키움,0.326,69,243,215,32,70,13,4,6,109,36,2,2,19,2,5,53,4,0.507,0.39,0.897,2023,0.405,0.181,0.378,146.2,143.7,2.8
이정후,키움,0.318,86,387,330,50,105,23,2,6,150,45,0,5,49,7,3,23,1,0.455,0.406,0.861,2023,0.324,0.137,0.364,135.7,135.9,3.99
러셀,키움,0.286,59,239,220,20,63,11,1,4,88,42,0,1,17,1,1,39,5,0.4,0.339,0.739,2023,0.331,0.114,0.318,101.3,102.1,1.51
김태진,키움,0.275,74,212,200,17,55,5,0,0,60,16,3,3,5,0,1,23,1,0.3,0.292,0.592,2023,0.306,0.025,0.257,55.6,63.3,0.21
송성문,키움,0.263,104,438,388,43,102,16,3,5,139,60,4,7,39,5,0,38,9,0.358,0.325,0.683,2023,0.276,0.095,0.292,81.8,87.5,1.77
임병욱,키움,0.26,80,223,208,30,54,11,1,6,85,36,1,3,10,0,1,75,1,0.409,0.293,0.702,2023,0.369,0.149,0.297,85.5,90.2,1.0
임지열,키움,0.259,72,246,212,22,55,8,0,5,78,35,2,1,28,0,3,64,3,0.368,0.352,0.72,2023,0.347,0.109,0.318,101.3,98.2,1.55
김휘집,키움,0.249,110,435,369,46,92,22,0,8,138,51,6,7,48,0,5,97,8,0.374,0.338,0.712,2023,0.31,0.125,0.31,95.3,95.4,2.44
이지영,키움,0.249,81,237,217,23,54,8,1,0,64,8,7,0,12,0,1,39,2,0.295,0.291,0.586,2023,0.303,0.046,0.258,56.3,61.8,0.26
이원석,키움,0.246,89,345,305,22,75,10,0,2,91,30,1,2,34,1,3,67,9,0.298,0.326,0.624,2023,0.307,0.052,0.279,72.1,73.2,1.01
김동헌,키움,0.242,102,242,211,22,51,5,2,2,66,17,3,3,17,0,8,55,7,0.313,0.318,0.631,2023,0.312,0.071,0.281,73.6,74.4,0.75
예진원,키움,0.235,16,36,34,2,8,1,0,1,12,4,2,0,0,0,0,7,0,0.353,0.235,0.588,2023,0.269,0.118,0.249,49.6,58.9,0.01
이병규,키움,0.235,7,17,17,3,4,0,0,0,4,2,0,0,0,0,0,4,0,0.235,0.235,0.47,2023,,,,,,
이용규,키움,0.234,50,178,154,19,36,0,3,0,42,11,2,2,19,0,1,22,3,0.273,0.318,0.591,2023,0.269,0.039,0.267,63.1,64.6,0.33
김시앙,키움,0.224,33,82,76,6,17,1,0,0,18,7,0,0,3,0,3,18,4,0.237,0.28,0.517,2023,0.293,0.013,0.236,39.9,44.2,-0.07
김준완,키움,0.222,76,225,189,25,42,7,0,0,49,14,6,3,26,0,1,57,2,0.259,0.315,0.574,2023,0.311,0.037,0.262,59.3,60.3,0.32
주성원,키움,0.217,25,72,69,7,15,2,1,0,19,2,1,1,1,0,0,18,1,0.275,0.225,0.5,2023,0.288,0.058,0.213,22.6,36.8,-0.2
김수환,키움,0.216,50,114,97,8,21,4,0,2,31,15,1,1,11,0,4,36,1,0.32,0.319,0.639,2023,0.317,0.104,0.286,77.3,76.4,0.4
이형종,키움,0.215,99,374,316,35,68,22,1,3,101,37,3,2,39,2,14,78,11,0.32,0.326,0.646,2023,0.274,0.105,0.288,78.8,78.5,1.38
박찬혁,키움,0.201,48,167,154,13,31,7,0,1,41,8,0,0,10,0,3,41,1,0.266,0.263,0.529,2023,0.268,0.065,0.237,40.6,46.1,-0.12
김웅빈,키움,0.188,29,74,64,2,12,3,0,0,15,9,0,2,6,0,2,20,1,0.234,0.27,0.504,2023,0.261,0.046,0.23,35.4,40.5,-0.1
김건희,키움,0.182,9,13,11,0,2,0,0,0,2,0,0,0,2,0,0,4,1,0.182,0.308,0.49,2023,,,,,,
김주형,키움,0.147,46,81,68,5,10,2,0,0,12,4,3,0,9,0,1,27,2,0.176,0.256,0.432,2023,0.244,0.029,0.208,18.9,22.0,-0.26
전병우,키움,0.145,41,75,62,6,9,3,0,1,15,6,2,0,10,0,1,28,0,0.242,0.274,0.516,2023,0.242,0.097,0.24,42.9,43.6,-0.04
김병휘,키움,0.143,10,21,21,0,3,1,0,0,4,1,0,0,0,0,0,8,0,0.19,0.143,0.333,2023,0.231,0.047,0.141,-31.3,-9.0,-0.19
박준태,키움,0.143,14,15,14,0,2,0,0,0,2,1,0,0,1,0,0,7,0,0.143,0.2,0.343,2023,,,,,,
박주홍,키움,0.122,27,57,49,5,6,0,1,0,8,2,1,2,5,0,0,26,0,0.163,0.196,0.359,2023,0.24,0.041,0.166,-12.5,0.5,-0.39
김재현,키움,0.111,8,10,9,0,1,0,0,0,1,0,1,0,0,0,0,3,1,0.111,0.111,0.222,2023,,,,,,
신준우,키움,0.111,24,19,18,4,2,0,0,0,2,0,0,0,0,0,1,5,0,0.111,0.158,0.269,2023,,,,,,
이승원,키움,0.0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2023,,,,,,
