선수명,팀,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,시즌,IP_float,FIP,xFIP,ERA+,K/9,BB/9,K/BB,pWAR
문성현,키움,4.45,32,2,2,0,2,0.5,28 1/3,26,2,20,2,21,16,14,1.624,0,0,0,1,134,487,0.243,3,0,5,0,2,2,0,2023,28.333333333333332,4.91,4.91,95.2,6.67,6.35,1.05,0.03
윤석원,키움,4.5,21,2,0,0,2,1.0,24,29,2,8,0,8,17,12,1.542,0,0,0,0,110,418,0.302,5,0,4,2,1,1,0,2023,24.0,4.57,4.57,94.2,3.0,3.0,1.0,0.11
하영민,키움,4.64,57,3,1,0,5,0.75,52 1/3,67,4,25,1,51,36,27,1.758,0,0,0,2,247,933,0.309,8,4,3,1,3,6,0,2023,52.333333333333336,3.69,3.69,91.3,8.77,4.3,2.04,0.75
정찬헌,키움,4.75,14,2,8,0,0,0.2,72,71,4,13,2,35,40,38,1.167,1,0,8,0,295,1061,0.261,12,3,3,5,1,0,0,2023,72.0,3.52,3.52,89.2,4.38,1.62,2.69,1.17
양현,키움,5.05,54,0,5,0,8,0.0,57,83,5,21,0,16,38,32,1.825,0,0,0,1,262,943,0.356,9,2,3,5,1,0,1,2023,57.0,4.83,4.83,83.9,2.53,3.32,0.76,0.11
이명종,키움,5.21,45,5,5,0,1,0.5,57,66,5,24,6,26,34,33,1.579,0,0,0,4,260,1022,0.3,13,0,5,5,0,0,0,2023,57.0,4.96,4.96,81.3,4.11,3.79,1.08,0.03
이승호,키움,5.4,4,0,0,0,1,,5,5,1,4,0,1,3,3,1.8,0,0,0,0,24,96,0.25,3,0,0,0,0,0,0,2023,5.0,7.75,7.75,78.5,1.8,7.2,0.25,-0.15
장재영,키움,5.53,23,1,5,0,0,0.167,71 2/3,63,4,66,8,67,46,44,1.8,0,0,2,0,339,1438,0.243,15,0,2,4,0,8,2,2023,71.66666666666667,5.1,5.1,76.6,8.41,8.29,1.02,-0.08
원종현,키움,5.79,20,1,1,0,6,0.5,18 2/3,24,3,5,1,17,16,12,1.554,0,0,0,4,87,322,0.304,8,1,1,1,1,2,0,2023,18.666666666666668,4.38,4.38,73.2,8.2,2.41,3.4,0.13
김선기,키움,5.98,17,1,3,1,0,0.25,43 2/3,56,2,15,1,29,37,29,1.626,0,0,1,0,200,753,0.309,16,2,2,1,0,0,1,2023,43.666666666666664,3.52,3.52,70.9,5.98,3.09,1.93,0.71
맥키니,키움,6.52,12,1,9,0,0,0.1,59 1/3,61,10,36,1,39,46,43,1.635,0,0,4,0,268,1089,0.269,14,1,1,3,0,3,1,2023,59.333333333333336,5.9,5.9,65.0,5.92,5.46,1.08,-0.59
오상원,키움,6.6,11,0,0,0,0,,15,18,0,9,3,7,11,11,1.8,0,0,0,0,74,298,0.29,5,1,0,0,0,0,0,2023,15.0,4.62,4.62,64.2,4.2,5.4,0.78,0.06
김준형,키움,7.04,8,0,0,0,0,,7 2/3,4,0,6,3,5,6,6,1.304,0,0,0,0,36,146,0.154,3,0,1,0,0,0,0,2023,7.666666666666667,5.37,5.37,60.2,5.87,7.04,0.83,-0.03
이종민,키움,7.24,11,0,1,0,0,0.0,13 2/3,22,0,6,1,10,13,11,2.049,0,0,0,0,72,306,0.349,7,0,0,2,0,0,0,2023,13.666666666666666,3.22,3.22,58.5,6.59,3.95,1.67,0.27
김동혁,키움,7.32,35,1,7,0,6,0.125,39 1/3,51,1,18,6,24,34,32,1.754,0,0,0,1,192,718,0.313,9,3,4,1,0,0,2,2023,39.333333333333336,4.09,4.09,57.9,5.49,4.12,1.33,0.39
홍성민,키움,9.0,2,0,0,0,0,,2,5,1,1,0,1,2,2,,0,0,0,0,12,49,0.455,0,1,0,0,0,1,0,2023,2.0,,,,,,,
주승우,키움,9.56,11,0,1,0,0,0.0,16,20,1,21,2,8,18,17,2.562,0,0,0,0,90,382,0.308,7,0,2,0,0,3,0,2023,16.0,7.28,7.28,44.3,4.5,11.81,0.38,-0.4
이영준,키움,21.6,2,0,1,0,0,0.0,1 2/3,4,0,1,0,0,4,4,,0,0,0,0,10,34,0.444,0,0,0,0,0,1,0,2023,1.6666666666666665,,,,,,,
김건희,키움,22.5,3,0,0,0,0,,2,6,2,2,0,0,5,5,,0,0,0,0,14,57,0.5,0,0,0,0,0,0,0,2023,2.0,,,,,,,
김동규,키움,22.85,4,0,1,0,0,0.0,4 1/3,6,1,12,2,1,12,11,,0,0,0,0,31,143,0.375,0,0,0,1,0,4,0,2023,4.333333333333333,,,,,,,
변시원,키움,42.43,4,0,0,0,0,,2 1/3,6,1,4,2,2,11,11,,0,0,0,0,19,68,0.462,2,0,0,0,0,0,0,2023,2.3333333333333335,,,,,,,
