선수명,팀,ERA,G,W,L,SV,HLD,WPCT,IP,H,HR,BB,HBP,SO,R,ER,WHIP,CG,SHO,QS,BSV,TBF,NP,AVG,2B,3B,SAC,SF,IBB,WP,BK,시즌,IP_float,FIP,xFIP,ERA+,K/9,BB/9,K/BB,pWAR
김재웅,키움,3.42,26,0,2,0,7,0.0,23 2/3,24,2,12,1,19,9,9,1.521,0,0,0,1,107,406,0.261,3,1,1,1,1,1,0,2024,23.666666666666668,4.26,4.26,123.0,7.23,4.56,1.58,0.19
헤이수스,키움,3.68,30,13,11,0,0,0.542,171 1/3,171,22,44,14,178,78,70,1.255,0,0,20,0,728,2832,0.258,31,2,3,3,1,6,1,2024,171.33333333333334,3.73,3.73,114.3,9.35,2.31,4.05,2.39
김성민,키움,4.34,46,3,4,0,14,0.429,45 2/3,45,5,17,1,34,24,22,1.358,0,0,0,4,188,722,0.273,4,0,2,3,0,3,1,2024,45.666666666666664,4.24,4.24,97.0,6.7,3.35,2.0,0.38
주승우,키움,4.35,55,4,6,14,5,0.4,51 2/3,50,4,18,5,43,25,25,1.316,0,0,0,4,225,781,0.255,14,1,4,2,5,1,0,2024,51.666666666666664,3.8,3.8,96.7,7.49,3.14,2.39,0.68
하영민,키움,4.37,28,9,8,0,0,0.529,150 1/3,168,8,58,5,101,82,73,1.503,0,0,9,0,671,2539,0.28,33,6,2,7,0,7,0,2024,150.33333333333334,3.73,3.73,96.3,6.05,3.47,1.74,2.1
원종현,키움,4.91,4,0,0,0,0,,3 2/3,4,0,3,0,4,2,2,,0,0,0,0,18,58,0.267,1,0,0,0,0,2,0,2024,3.6666666666666665,,,,,,,
김동욱,키움,5.0,37,2,1,0,3,0.667,36,33,4,6,2,18,20,20,1.083,0,0,0,1,146,569,0.246,9,1,2,2,1,1,0,2024,36.0,4.23,4.23,84.2,4.5,1.5,3.0,0.3
김인범,키움,5.4,19,2,7,0,0,0.222,63 1/3,75,9,31,8,27,40,38,1.674,0,0,0,0,297,1129,0.294,8,1,2,1,0,3,1,2024,63.333333333333336,5.96,5.96,77.9,3.84,4.41,0.87,-0.67
김선기,키움,5.54,42,6,4,0,0,0.6,76 1/3,91,13,30,6,43,51,47,1.585,0,0,1,0,357,1318,0.292,18,0,3,6,1,6,0,2024,76.33333333333333,5.62,5.62,76.0,5.07,3.54,1.43,-0.52
박윤성,키움,5.79,17,0,0,0,1,,18 2/3,14,5,9,0,14,12,12,1.232,0,0,0,0,81,301,0.2,5,0,1,1,0,2,0,2024,18.666666666666668,6.55,6.55,72.7,6.75,4.34,1.56,-0.32
김윤하,키움,6.04,19,1,6,0,2,0.143,79,93,6,35,4,43,57,53,1.62,0,0,4,0,363,1311,0.296,22,2,5,5,0,3,1,2024,79.0,4.5,4.5,69.7,4.9,3.99,1.23,0.43
양지율,키움,6.27,21,0,2,0,3,0.0,18 2/3,16,1,13,2,7,13,13,1.554,0,0,0,1,83,345,0.235,4,0,0,0,0,0,0,2024,18.666666666666668,5.48,5.48,67.1,3.38,6.27,0.54,-0.1
문성현,키움,6.57,42,1,2,3,2,0.333,38 1/3,54,3,25,2,31,28,28,2.061,0,0,0,0,189,751,0.342,6,2,1,3,0,2,0,2024,38.333333333333336,4.63,4.63,64.0,7.28,5.87,1.24,0.16
김연주,키움,6.61,34,1,1,0,1,0.5,31 1/3,34,5,17,5,18,24,23,1.628,0,0,0,2,148,576,0.272,10,0,0,1,1,2,0,2024,31.333333333333332,6.15,6.15,63.7,5.17,4.88,1.06,-0.4
박승주,키움,6.75,15,0,1,0,0,0.0,17 1/3,16,2,9,1,13,13,13,1.442,0,0,0,0,74,308,0.262,2,0,2,1,0,3,0,2024,17.333333333333332,4.85,4.85,62.3,6.75,4.67,1.44,0.03
전준표,키움,6.83,18,2,4,0,0,0.333,27 2/3,35,4,20,5,18,28,21,1.988,0,0,0,0,144,570,0.294,4,0,0,0,0,4,0,2024,27.666666666666668,6.41,6.41,61.6,5.86,6.51,0.9,-0.43
김동혁,키움,6.85,17,0,2,0,0,0.0,22 1/3,27,7,10,2,9,21,17,1.657,0,0,0,0,102,418,0.318,5,1,1,4,0,0,0,2024,22.333333333333332,8.0,8.0,61.4,3.63,4.03,0.9,-0.74
손현기,키움,7.53,6,0,1,0,0,0.0,14 1/3,17,2,8,3,9,14,12,1.744,0,0,0,0,69,269,0.298,3,1,0,1,0,3,0,2024,14.333333333333334,5.98,5.98,55.9,5.65,5.02,1.12,-0.15
이종민,키움,7.63,12,1,8,0,0,0.111,43 2/3,56,9,22,5,21,39,37,1.786,0,0,0,0,212,754,0.313,10,2,1,5,2,0,1,2024,43.666666666666664,6.69,6.69,55.1,4.33,4.53,0.95,-0.81
정찬헌,키움,7.88,4,0,2,0,0,0.0,16,26,3,3,1,5,14,14,1.812,0,0,0,0,74,240,0.371,5,0,0,0,0,0,0,2024,16.0,5.68,5.68,53.4,2.81,1.69,1.67,-0.12
조영건,키움,8.01,25,2,1,0,1,0.667,39 1/3,51,7,24,1,31,39,35,1.907,0,0,0,1,197,734,0.304,10,1,1,3,0,3,0,2024,39.333333333333336,5.76,5.76,52.5,7.09,5.49,1.29,-0.33
이명종,키움,8.18,10,0,1,0,0,0.0,11,20,4,5,0,4,10,10,2.273,0,0,0,0,58,219,0.408,2,0,1,3,1,1,0,2024,11.0,8.48,8.48,51.4,3.27,4.09,0.8,-0.42
윤정현,키움,9.0,2,0,0,0,0,,3,4,0,2,0,1,3,3,,0,0,0,0,15,62,0.308,0,0,0,0,0,0,0,2024,3.0,,,,,,,
오석주,키움,11.12,17,1,1,0,0,0.5,17,28,0,11,3,16,21,21,2.294,0,0,0,0,92,343,0.368,4,1,1,1,1,2,0,2024,17.0,3.71,3.71,37.8,8.47,5.82,1.45,0.24
윤석원,키움,11.42,11,0,1,0,0,0.0,17 1/3,31,3,7,2,1,24,22,2.192,0,0,0,0,88,321,0.413,11,0,1,3,0,3,1,2024,17.333333333333332,6.81,6.81,36.8,0.52,3.63,0.14,-0.35
박범준,키움,13.5,5,0,1,0,0,0.0,5 1/3,7,1,4,1,8,8,8,2.062,0,0,0,0,28,119,0.333,2,0,0,2,0,2,0,2024,5.333333333333333,5.37,5.37,31.2,13.5,6.75,2.0,-0.02
