선수명,팀,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SAC,SF,BB,IBB,HBP,SO,GDP,SLG,OBP,OPS,시즌,BABIP,ISO,wOBA,wRC+,OPS+,bWAR
위즈덤,KIA,0.236,119,486,424,73,100,20,1,35,227,85,0,6,52,2,4,142,9,0.535,0.321,0.856,2025,0.257,0.299,0.359,124.8,124.0,4.6
김규성,KIA,0.233,133,222,193,30,45,4,0,3,58,16,5,1,21,0,2,49,1,0.301,0.313,0.614,2025,0.296,0.068,0.279,67.9,66.3,0.56
한준수,KIA,0.225,103,276,244,33,55,12,1,7,90,26,0,3,26,1,3,48,4,0.369,0.304,0.673,2025,0.25,0.144,0.294,78.6,79.7,1.06
변우혁,KIA,0.218,47,153,142,11,31,7,0,0,38,17,0,0,10,0,1,47,3,0.268,0.275,0.543,2025,0.326,0.05,0.245,43.8,47.3,-0.06
박민,KIA,0.202,71,105,94,11,19,5,0,1,27,6,3,0,5,0,3,33,1,0.287,0.265,0.552,2025,0.3,0.085,0.248,45.9,48.8,-0.01
황대인,KIA,0.189,18,57,53,3,10,3,0,1,16,8,0,1,3,0,0,14,0,0.302,0.228,0.53,2025,0.231,0.113,0.23,33.1,41.5,-0.1
최정용,KIA,0.167,4,6,6,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0.167,0.167,0.334,2025,0.25,0.0,0.147,-25.9,-8.4,-0.05
이창진,KIA,0.161,37,113,93,11,15,3,0,1,21,9,1,1,16,0,2,22,2,0.226,0.295,0.521,2025,0.197,0.065,0.249,46.6,43.2,-0.01
서건창,KIA,0.136,10,26,22,1,3,1,0,1,7,2,2,0,2,0,0,5,1,0.318,0.208,0.526,2025,0.125,0.182,0.231,33.8,39.4,-0.04
박헌,KIA,0.083,8,14,12,0,1,0,0,0,1,0,0,0,1,0,1,3,0,0.083,0.214,0.297,2025,0.111,0.0,0.164,-13.8,-14.5,-0.1
박재현,KIA,0.081,58,69,62,11,5,1,0,0,6,3,0,1,6,0,0,26,0,0.097,0.159,0.256,2025,0.135,0.016,0.129,-38.7,-27.3,-0.72
정해원,KIA,0.075,24,46,40,5,3,0,0,0,3,0,0,0,5,0,1,14,4,0.075,0.196,0.271,2025,0.115,0.0,0.148,-25.2,-21.7,-0.4
김기훈,KIA,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2025,,0.0,0.0,-130.5,-97.1,-0.02
박건우,롯데,0.667,6,3,3,1,2,0,0,0,2,1,0,0,0,0,0,1,0,0.667,0.667,1.334,2025,1.0,0.0,0.587,284.2,254.6,0.09
박찬형,롯데,0.341,48,148,129,21,44,8,2,3,65,19,0,1,11,1,7,26,1,0.504,0.419,0.923,2025,0.406,0.163,0.398,151.1,144.1,1.89
레이예스,롯데,0.326,144,643,573,75,187,44,1,13,272,107,0,9,58,17,3,66,25,0.475,0.386,0.861,2025,0.346,0.149,0.362,125.7,127.7,6.21
전준우,롯데,0.293,114,472,410,50,120,26,1,8,172,70,3,6,44,2,9,71,9,0.42,0.369,0.789,2025,0.332,0.127,0.344,113.1,109.9,3.83
전민재,롯데,0.287,101,369,331,39,95,15,0,5,125,34,10,2,22,0,4,63,7,0.378,0.337,0.715,2025,0.34,0.091,0.315,92.6,90.7,2.06
박재엽,롯데,0.286,9,16,14,2,4,1,0,1,8,3,0,0,2,0,0,5,0,0.571,0.375,0.946,2025,0.375,0.285,0.401,153.2,147.0,0.21
윤동희,롯데,0.282,97,399,330,54,93,21,1,9,143,53,3,6,49,2,11,65,12,0.433,0.386,0.819,2025,0.321,0.151,0.358,122.9,117.9,3.72
유강남,롯데,0.274,110,350,303,35,83,18,0,5,116,38,3,5,26,0,13,66,11,0.383,0.352,0.735,2025,0.329,0.109,0.325,99.7,96.2,2.26
한태양,롯데,0.274,108,267,230,42,63,14,2,2,87,22,3,0,32,0,2,69,3,0.378,0.367,0.745,2025,0.384,0.104,0.333,105.3,99.4,1.91
고승민,롯데,0.271,121,538,469,71,127,21,2,4,164,45,6,4,56,1,3,83,8,0.35,0.35,0.7,2025,0.319,0.079,0.312,90.5,87.9,2.87
노진혁,롯데,0.27,28,69,63,11,17,1,2,1,25,5,0,0,5,0,1,20,0,0.397,0.333,0.73,2025,0.381,0.127,0.319,95.4,94.0,0.41
장두성,롯데,0.262,118,284,248,51,65,3,3,0,74,25,7,2,24,0,3,64,3,0.298,0.332,0.63,2025,0.349,0.036,0.286,72.2,70.5,0.88
황성빈,롯데,0.256,79,273,246,43,63,4,4,1,78,22,3,2,18,0,4,46,3,0.317,0.315,0.632,2025,0.308,0.061,0.282,69.4,70.0,0.75
손호영,롯데,0.25,97,375,328,39,82,12,0,4,106,41,11,4,22,0,10,66,9,0.323,0.313,0.636,2025,0.298,0.073,0.284,70.8,70.8,1.1
김민성,롯데,0.243,96,254,214,25,52,13,0,3,74,35,2,1,33,1,4,48,7,0.346,0.353,0.699,2025,0.299,0.103,0.315,92.6,87.8,1.42
이호준,롯데,0.242,99,153,132,20,32,7,4,3,56,23,3,1,14,0,3,33,3,0.424,0.327,0.751,2025,0.299,0.182,0.325,99.7,98.6,0.99
나승엽,롯데,0.229,105,392,328,40,75,12,2,9,118,44,3,1,55,2,5,65,10,0.36,0.347,0.707,2025,0.259,0.131,0.316,93.3,89.4,2.23
김동혁,롯데,0.225,93,114,89,19,20,4,1,0,26,6,4,0,18,0,3,26,3,0.292,0.373,0.665,2025,0.317,0.067,0.312,90.5,81.0,0.61
정훈,롯데,0.216,77,200,185,14,40,11,0,2,57,11,2,0,10,1,3,40,4,0.308,0.268,0.576,2025,0.266,0.092,0.253,49.0,54.2,0.05
박승욱,롯데,0.19,54,92,84,10,16,3,0,0,19,5,2,0,5,0,1,30,0,0.226,0.244,0.47,2025,0.296,0.036,0.215,22.2,27.9,-0.28
정보근,롯데,0.186,93,152,129,4,24,4,1,1,33,15,4,0,18,1,1,39,4,0.256,0.291,0.547,2025,0.258,0.07,0.251,47.6,48.7,0.01
신윤후,롯데,0.167,12,13,12,1,2,0,0,0,2,0,1,0,0,0,0,3,0,0.167,0.167,0.334,2025,0.222,0.0,0.147,-25.7,-8.3,-0.12
최항,롯데,0.167,8,7,6,1,1,0,0,0,1,1,0,0,1,0,0,4,0,0.167,0.286,0.453,2025,0.5,0.0,0.224,28.5,26.3,-0.02
손성빈,롯데,0.145,51,69,62,6,9,0,0,1,12,3,2,0,4,0,1,20,1,0.194,0.209,0.403,2025,0.195,0.049,0.187,2.5,10.2,-0.38
조세진,롯데,0.143,12,9,7,1,1,0,0,0,1,0,0,0,2,0,0,4,0,0.143,0.333,0.476,2025,0.333,0.0,0.251,47.6,34.4,0.0
한승현,롯데,0.059,19,19,17,1,1,0,0,0,1,1,0,1,1,0,0,6,0,0.059,0.105,0.164,2025,0.083,0.0,0.083,-70.8,-51.7,-0.27
강승구,롯데,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2025,0.0,0.0,0.0,-129.2,-96.2,-0.02
이태경,롯데,0.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2025,,0.0,0.0,-129.2,-96.2,-0.02
김태윤,삼성,0.5,8,4,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0.5,0.75,1.25,2025,0.5,0.0,0.565,288.1,256.9,0.11
정현승,삼성,0.5,3,2,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1.0,0.5,1.5,2025,0.5,0.5,0.624,332.6,304.6,0.07
에레디아,삼성,0.339,96,415,375,46,127,18,0,13,184,54,0,2,31,4,7,62,9,0.491,0.398,0.889,2025,0.377,0.152,0.382,149.9,144.7,4.89
현원회,삼성,0.305,21,62,59,6,18,1,0,1,22,6,0,0,3,0,0,16,3,0.373,0.339,0.712,2025,0.405,0.068,0.313,97.8,96.6,0.36
류효승,삼성,0.287,27,103,94,18,27,5,0,6,50,16,0,0,7,0,2,28,1,0.532,0.35,0.882,2025,0.35,0.245,0.376,145.4,140.0,1.16
최지훈,삼성,0.284,140,574,517,66,147,16,4,7,192,45,4,5,43,2,5,87,2,0.371,0.342,0.713,2025,0.327,0.087,0.313,97.8,97.0,3.34
고명준,삼성,0.278,130,500,471,46,131,20,1,17,204,64,0,7,20,1,2,99,12,0.433,0.306,0.739,2025,0.315,0.155,0.316,100.1,101.4,3.04
박성한,삼성,0.274,127,538,452,73,124,23,2,7,172,48,2,2,79,1,3,93,6,0.381,0.384,0.765,2025,0.331,0.107,0.342,119.7,112.7,4.48
한유섬,삼성,0.273,128,511,455,50,124,24,0,15,193,71,1,2,46,3,7,120,6,0.424,0.347,0.771,2025,0.339,0.151,0.335,114.4,111.9,3.94
석정우,삼성,0.265,27,54,49,3,13,1,0,2,20,4,0,0,4,0,1,18,1,0.408,0.333,0.741,2025,0.379,0.143,0.326,107.6,103.5,0.37
안상현,삼성,0.264,102,289,258,38,68,8,2,6,98,15,9,2,18,0,2,85,2,0.38,0.314,0.694,2025,0.367,0.116,0.303,90.3,90.6,1.43
정준재,삼성,0.245,132,442,371,58,91,10,3,0,107,25,16,1,51,0,3,93,4,0.288,0.34,0.628,2025,0.326,0.043,0.289,79.7,75.5,1.65
최정,삼성,0.244,95,406,340,54,83,12,0,23,164,63,0,3,51,6,12,94,10,0.482,0.36,0.842,2025,0.265,0.238,0.359,132.5,130.6,3.97
이지영,삼성,0.239,76,216,197,13,47,6,1,3,64,18,4,2,11,0,2,22,8,0.325,0.283,0.608,2025,0.253,0.086,0.268,63.8,67.0,0.42
조형우,삼성,0.238,102,294,269,23,64,8,0,4,84,29,1,2,19,0,3,64,5,0.312,0.294,0.606,2025,0.296,0.074,0.27,65.3,67.2,0.62
이율예,삼성,0.231,8,13,13,3,3,0,0,3,12,7,0,0,0,0,0,6,0,0.923,0.231,1.154,2025,0.0,0.692,0.469,215.6,201.2,0.25
김성현,삼성,0.217,59,137,115,15,25,3,0,1,31,11,4,1,16,0,1,20,4,0.27,0.316,0.586,2025,0.253,0.053,0.271,66.1,63.5,0.3
맥브룸,삼성,0.203,22,80,74,8,15,3,0,4,30,11,0,0,5,2,1,28,2,0.405,0.263,0.668,2025,0.262,0.202,0.278,71.4,80.9,0.22
오태곤,삼성,0.201,122,229,194,31,39,6,0,5,60,26,3,1,30,0,1,59,4,0.309,0.31,0.619,2025,0.26,0.108,0.282,74.4,71.4,0.72
이승민,삼성,0.2,2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0.2,0.2,0.4,2025,0.333,0.0,0.176,-5.6,9.7,-0.03
홍대인,삼성,0.2,14,5,5,3,1,0,0,0,1,0,0,0,0,0,0,2,0,0.2,0.2,0.4,2025,0.333,0.0,0.176,-5.6,9.7,-0.03
김성욱,삼성,0.195,56,132,123,10,24,6,0,2,36,13,1,0,7,0,1,35,2,0.293,0.244,0.537,2025,0.256,0.098,0.238,41.2,46.8,-0.09
최준우,삼성,0.191,78,192,152,17,29,0,0,3,38,22,3,4,30,0,3,47,3,0.25,0.328,0.578,2025,0.245,0.059,0.274,68.4,62.2,0.47
채현우,삼성,0.188,41,52,48,8,9,1,1,1,15,9,0,1,3,0,0,13,1,0.313,0.231,0.544,2025,0.229,0.125,0.235,38.9,47.8,-0.05
신범수,삼성,0.182,29,39,33,1,6,1,0,1,10,3,0,0,5,0,1,7,0,0.303,0.308,0.611,2025,0.2,0.121,0.281,73.6,69.3,0.12
김찬형,삼성,0.178,44,78,73,4,13,2,0,0,15,5,1,0,3,0,1,13,3,0.205,0.221,0.426,2025,0.217,0.027,0.194,7.9,17.5,-0.35
박지환,삼성,0.15,31,68,60,3,9,0,0,0,9,4,3,1,4,0,0,19,1,0.15,0.2,0.35,2025,0.214,0.0,0.164,-14.7,-2.9,-0.48
최상민,삼성,0.143,23,9,7,5,1,0,0,0,1,1,0,0,1,0,1,5,0,0.143,0.333,0.476,2025,0.5,0.0,0.254,53.3,36.9,0.01
하재훈,삼성,0.143,18,61,56,6,8,0,0,3,17,8,0,1,4,0,0,21,1,0.304,0.197,0.501,2025,0.152,0.161,0.217,25.3,34.9,-0.15
김수윤,삼성,0.091,7,12,11,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0.091,0.167,0.258,2025,0.143,0.0,0.133,-38.1,-28.0,-0.12
이정범,삼성,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,2025,0.0,0.0,0.0,-138.5,-103.1,-0.06
임근우,삼성,0.0,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2025,0.0,0.0,0.0,-138.5,-103.1,-0.11
이승현,한화,1.0,4,1,1,1,1,0,1,0,3,1,0,0,0,0,0,0,0,3.0,1.0,4.0,2025,1.0,2.0,1.578,1021.4,934.7,0.11
장규현,한화,1.0,2,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1.0,1.0,2.0,2025,1.0,0.0,0.785,440.6,446.9,0.09
문현빈,한화,0.32,141,592,528,71,169,30,2,12,239,80,5,11,38,2,10,82,11,0.453,0.37,0.823,2025,0.353,0.133,0.354,124.9,122.6,5.44
리베라토,한화,0.313,62,273,246,41,77,18,2,10,129,39,0,4,23,0,0,47,3,0.524,0.366,0.89,2025,0.347,0.211,0.378,142.5,138.7,3.08
하주석,한화,0.297,95,305,276,34,82,14,0,4,108,28,11,1,12,0,5,66,10,0.391,0.337,0.728,2025,0.377,0.094,0.319,99.3,97.5,1.88
손아섭,한화,0.288,111,416,372,39,107,22,3,1,138,50,4,2,37,2,1,59,3,0.371,0.352,0.723,2025,0.338,0.083,0.318,98.5,97.2,2.53
채은성,한화,0.288,132,527,480,54,138,27,1,19,224,88,3,0,31,5,13,96,4,0.467,0.347,0.814,2025,0.326,0.179,0.349,121.2,119.1,4.61
최재훈,한화,0.286,121,348,269,28,77,15,0,1,95,35,10,6,46,0,17,48,4,0.353,0.414,0.767,2025,0.336,0.067,0.35,122.0,111.6,3.08
이진영,한화,0.274,115,366,321,49,88,13,0,11,134,43,0,5,38,0,2,93,8,0.417,0.35,0.767,2025,0.347,0.143,0.335,111.0,107.8,2.76
황영묵,한화,0.273,117,286,260,40,71,17,1,1,93,22,2,1,20,0,2,37,4,0.358,0.329,0.687,2025,0.314,0.085,0.303,87.5,87.0,1.37
플로리얼,한화,0.271,65,285,258,36,70,18,2,8,116,29,0,2,24,2,1,65,2,0.45,0.333,0.783,2025,0.332,0.179,0.335,111.0,110.7,2.15
김태연,한화,0.261,120,340,303,40,79,15,0,3,103,20,6,0,23,0,8,62,10,0.34,0.329,0.669,2025,0.319,0.079,0.3,85.4,82.6,1.54
이도윤,한화,0.26,113,277,250,37,65,11,3,1,85,36,10,3,11,1,3,52,5,0.34,0.296,0.636,2025,0.32,0.08,0.276,67.8,72.6,0.68
노시환,한화,0.26,144,624,539,97,140,28,2,32,268,101,0,4,70,10,11,125,22,0.497,0.354,0.851,2025,0.28,0.237,0.36,129.3,128.5,6.06
최인호,한화,0.259,78,159,139,7,36,9,0,2,51,19,1,1,13,0,5,29,5,0.367,0.342,0.709,2025,0.312,0.108,0.316,97.1,93.1,0.94
심우준,한화,0.231,94,275,247,39,57,9,1,2,74,22,7,1,17,0,3,49,4,0.3,0.287,0.587,2025,0.279,0.069,0.263,58.2,60.1,0.36
이원석,한화,0.203,129,248,212,60,43,7,0,4,62,24,7,2,23,0,4,51,4,0.292,0.29,0.582,2025,0.245,0.089,0.265,59.7,59.1,0.37
이상혁,한화,0.2,39,12,10,14,2,1,0,0,3,2,1,0,0,0,1,3,0,0.3,0.273,0.573,2025,0.286,0.1,0.259,55.3,55.9,0.01
이재원,한화,0.2,98,151,125,4,25,2,1,1,32,12,8,3,14,0,1,23,3,0.256,0.28,0.536,2025,0.231,0.056,0.244,44.3,47.3,-0.05
안치홍,한화,0.172,66,196,174,9,30,4,0,2,40,18,4,1,16,2,1,39,4,0.23,0.245,0.475,2025,0.209,0.058,0.213,21.6,30.3,-0.59
허인서,한화,0.172,20,30,29,2,5,1,0,0,6,2,0,0,0,0,1,12,1,0.207,0.2,0.407,2025,0.294,0.035,0.183,-0.3,11.1,-0.17
권광민,한화,0.167,15,18,18,2,3,1,0,0,4,0,0,0,0,0,0,5,1,0.222,0.167,0.389,2025,0.231,0.055,0.167,-12.1,4.8,-0.13
임종찬,한화,0.167,17,35,30,2,5,1,0,1,9,2,0,0,5,0,0,13,0,0.3,0.286,0.586,2025,0.25,0.133,0.268,61.9,59.8,0.06
유로결,한화,0.154,20,16,13,1,2,0,0,0,2,0,2,0,0,0,1,4,0,0.154,0.214,0.368,2025,0.222,0.0,0.177,-4.7,2.4,-0.1
김인환,한화,0.08,10,26,25,2,2,0,0,1,5,3,0,0,1,0,0,9,1,0.2,0.115,0.315,2025,0.067,0.12,0.138,-33.3,-16.4,-0.25
박정현,한화,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,2025,0.0,0.0,0.0,-134.4,-100.0,-0.04
이민재,한화,0.0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,2025,0.0,0.0,0.0,-134.4,-100.0,-0.09
이재상,키움,0.5,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.5,0.5,1.0,2025,1.0,0.0,0.44,186.0,171.7,0.03
송성문,키움,0.315,144,646,574,103,181,37,4,26,304,90,0,3,68,5,1,96,6,0.53,0.387,0.917,2025,0.341,0.215,0.39,149.8,145.1,7.91
이주형,키움,0.313,11,17,16,2,5,0,0,0,5,2,0,0,1,0,0,7,0,0.313,0.353,0.666,2025,0.556,0.0,0.299,83.8,82.5,0.07
최주환,키움,0.275,120,506,459,45,126,31,1,12,195,74,0,6,36,2,5,66,8,0.425,0.33,0.755,2025,0.295,0.15,0.325,102.6,102.6,3.35
김동헌,키움,0.268,49,91,82,8,22,3,0,0,25,8,0,1,7,0,1,23,0,0.305,0.33,0.635,2025,0.367,0.037,0.286,74.4,73.7,0.3
변상권,키움,0.263,12,20,19,2,5,2,0,0,7,4,0,1,0,0,0,2,0,0.368,0.25,0.618,2025,0.278,0.105,0.257,53.3,64.9,0.02
카디네스,키움,0.253,86,361,320,33,81,15,1,7,119,42,0,3,32,2,6,67,7,0.372,0.33,0.702,2025,0.297,0.119,0.308,90.3,89.8,1.86
김병휘,키움,0.25,7,6,4,2,1,0,0,0,1,0,0,0,2,0,0,1,0,0.25,0.5,0.75,2025,0.333,0.0,0.377,140.3,111.4,0.07
주성원,키움,0.25,58,174,156,21,39,6,0,1,48,12,0,1,13,0,4,45,2,0.308,0.322,0.63,2025,0.342,0.058,0.285,73.6,72.0,0.55
임지열,키움,0.244,102,417,369,51,90,14,2,11,141,50,1,3,42,0,2,111,11,0.382,0.322,0.704,2025,0.316,0.138,0.31,91.8,89.8,2.23
김건희,키움,0.242,105,344,322,24,78,20,2,3,111,25,7,2,13,0,0,102,10,0.345,0.27,0.615,2025,0.342,0.103,0.266,59.8,65.3,0.52
스톤,키움,0.241,22,93,87,4,21,0,0,2,27,15,0,1,5,0,0,24,2,0.31,0.28,0.59,2025,0.306,0.069,0.261,56.2,59.9,0.1
오선진,키움,0.238,99,163,143,15,34,8,0,1,45,19,4,1,12,0,3,45,2,0.315,0.308,0.623,2025,0.337,0.077,0.28,70.0,69.5,0.45
어준서,키움,0.238,116,360,324,48,77,9,1,6,106,27,3,1,30,1,2,75,10,0.327,0.305,0.632,2025,0.291,0.089,0.281,70.7,71.5,1.02
임병욱,키움,0.233,52,140,133,12,31,4,3,2,47,13,1,1,5,0,0,33,3,0.353,0.259,0.612,2025,0.293,0.12,0.263,57.7,63.9,0.18
김태진,키움,0.233,94,304,279,27,65,11,2,5,95,25,2,3,20,1,0,53,6,0.341,0.281,0.622,2025,0.268,0.108,0.271,63.5,67.6,0.6
전태현,키움,0.231,77,207,182,20,42,5,0,0,47,10,3,2,20,0,0,59,2,0.258,0.304,0.562,2025,0.336,0.027,0.258,54.0,54.5,0.17
박주홍,키움,0.226,102,283,248,33,56,11,3,3,82,23,2,2,30,0,1,72,5,0.331,0.31,0.641,2025,0.303,0.105,0.286,74.4,73.9,0.92
김동엽,키움,0.222,9,29,27,2,6,2,0,0,8,2,0,0,2,0,0,11,1,0.296,0.276,0.572,2025,0.375,0.074,0.255,51.9,55.3,0.02
고영우,키움,0.217,14,26,23,4,5,1,0,0,6,2,1,0,2,0,0,6,2,0.261,0.28,0.541,2025,0.294,0.044,0.246,45.3,48.0,-0.01
이용규,키움,0.216,14,41,37,7,8,1,0,0,9,0,1,0,3,0,0,8,1,0.243,0.275,0.518,2025,0.276,0.027,0.237,38.8,42.2,-0.04
푸이그,키움,0.212,40,172,156,17,33,2,0,6,53,20,0,0,12,0,4,38,1,0.34,0.285,0.625,2025,0.241,0.128,0.278,68.6,68.6,0.44
염승원,키움,0.211,11,21,19,2,4,0,0,0,4,1,0,1,1,0,0,6,0,0.211,0.238,0.449,2025,0.286,0.0,0.2,12.0,23.4,-0.09
김재현,키움,0.208,62,128,120,12,25,5,0,0,30,5,4,0,1,0,3,31,1,0.25,0.234,0.484,2025,0.281,0.042,0.215,22.9,31.6,-0.37
이형종,키움,0.2,33,82,70,4,14,3,0,2,23,6,2,0,9,0,1,22,3,0.329,0.3,0.629,2025,0.261,0.129,0.283,72.2,70.4,0.25
강진성,키움,0.182,6,13,11,1,2,0,0,0,2,1,0,0,2,0,0,1,2,0.182,0.308,0.49,2025,0.2,0.0,0.242,42.4,37.4,-0.01
송지후,키움,0.175,33,86,80,5,14,3,0,1,20,8,0,1,3,0,2,18,3,0.25,0.221,0.471,2025,0.21,0.075,0.21,19.2,27.7,-0.28
원성준,키움,0.174,24,53,46,5,8,1,0,2,15,4,0,0,7,0,0,18,1,0.326,0.283,0.609,2025,0.231,0.152,0.274,65.7,64.6,0.12
박수종,키움,0.143,38,45,42,6,6,0,0,1,9,2,0,0,3,0,0,12,0,0.214,0.2,0.414,2025,0.172,0.071,0.189,4.0,12.7,-0.23
이원석,키움,0.143,5,8,7,1,1,0,0,0,1,0,0,0,1,0,0,2,1,0.143,0.25,0.393,2025,0.2,0.0,0.196,9.1,10.5,-0.04
장재영,키움,0.143,10,16,14,1,2,0,0,0,2,2,0,0,2,0,0,7,0,0.143,0.25,0.393,2025,0.286,0.0,0.196,9.1,10.5,-0.07
여동욱,키움,0.132,28,61,53,6,7,1,0,2,14,2,1,0,7,0,0,21,2,0.264,0.233,0.497,2025,0.167,0.132,0.228,32.3,34.6,-0.11
권혁빈,키움,0.1,22,24,20,1,2,0,0,0,2,1,2,0,2,0,0,7,1,0.1,0.182,0.282,2025,0.154,0.0,0.143,-29.4,-20.3,-0.22
김웅빈,키움,0.083,10,31,24,1,2,0,0,0,2,0,1,0,6,0,0,7,2,0.083,0.267,0.35,2025,0.118,0.0,0.197,9.8,1.1,-0.14
양현종,키움,0.083,12,14,12,1,1,0,0,0,1,0,0,0,2,0,0,5,0,0.083,0.214,0.297,2025,0.143,0.0,0.161,-16.3,-14.8,-0.11
서유신,키움,0.0,6,8,7,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.0,0.125,0.125,2025,0.0,0.0,0.086,-70.7,-61.5,-0.11
이승원,키움,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2025,0.0,0.0,0.0,-133.1,-99.0,-0.04
